Sequence	Position	P start	P occupied
SEQ1	5039	0.00793	0.732
SEQ1	5040	0.0207	0.750
SEQ1	5041	0.0251	0.772
SEQ1	5042	0.0237	0.792
SEQ1	5043	0.0134	0.801
SEQ1	5044	0.0061	0.802
SEQ1	5045	0.0032	0.798
SEQ1	5046	0.00158	0.787
SEQ1	5047	0.00117	0.779
SEQ1	5048	0.00111	0.773
SEQ1	5049	0.00137	0.766
SEQ1	5050	0.00309	0.760
SEQ1	5051	0.00514	0.755
SEQ1	5052	0.00844	0.749
SEQ1	5053	0.00769	0.746
SEQ1	5054	0.00568	0.745
SEQ1	5055	0.00376	0.745
SEQ1	5056	0.00304	0.744
SEQ1	5057	0.00415	0.744
SEQ1	5058	0.00641	0.746
SEQ1	5059	0.00835	0.748
SEQ1	5060	0.0107	0.751
SEQ1	5061	0.0106	0.752
SEQ1	5062	0.00882	0.751
SEQ1	5063	0.00662	0.751
SEQ1	5064	0.0049	0.752
SEQ1	5065	0.00307	0.752
SEQ1	5066	0.0027	0.752
SEQ1	5067	0.00318	0.752
SEQ1	5068	0.00395	0.752
SEQ1	5069	0.00391	0.751
SEQ1	5070	0.0057	0.748
SEQ1	5071	0.00483	0.743
SEQ1	5072	0.00449	0.738
SEQ1	5073	0.00294	0.731
SEQ1	5074	0.0021	0.725
SEQ1	5075	0.00162	0.722
SEQ1	5076	0.00124	0.718
SEQ1	5077	0.00161	0.714
SEQ1	5078	0.00322	0.705
SEQ1	5079	0.00742	0.684
SEQ1	5080	0.0124	0.642
SEQ1	5081	0.015	0.602
SEQ1	5082	0.00833	0.570
SEQ1	5083	0.00346	0.552
SEQ1	5084	0.00143	0.544
SEQ1	5085	0.000914	0.541
SEQ1	5086	0.0013	0.540
SEQ1	5087	0.00271	0.540
SEQ1	5088	0.00894	0.545
SEQ1	5089	0.0169	0.555
SEQ1	5090	0.0331	0.578
SEQ1	5091	0.034	0.602
SEQ1	5092	0.0243	0.619
SEQ1	5093	0.0158	0.630
SEQ1	5094	0.0101	0.637
SEQ1	5095	0.00675	0.641
SEQ1	5096	0.00889	0.646
SEQ1	5097	0.00906	0.652
SEQ1	5098	0.0106	0.660
SEQ1	5099	0.0126	0.668
SEQ1	5100	0.0211	0.682
SEQ1	5101	0.018	0.688
SEQ1	5102	0.0104	0.687
SEQ1	5103	0.0046	0.685
SEQ1	5104	0.00213	0.685
SEQ1	5105	0.00111	0.685
SEQ1	5106	0.00139	0.685
SEQ1	5107	0.00222	0.686
SEQ1	5108	0.00532	0.690
SEQ1	5109	0.0116	0.698
SEQ1	5110	0.0267	0.719
SEQ1	5111	0.0377	0.751
SEQ1	5112	0.0334	0.782
SEQ1	5113	0.0153	0.797
SEQ1	5114	0.00408	0.800
SEQ1	5115	0.000968	0.801
SEQ1	5116	0.000375	0.801
SEQ1	5117	0.000359	0.800
SEQ1	5118	0.000599	0.799
SEQ1	5119	0.0014	0.799
SEQ1	5120	0.00278	0.800
SEQ1	5121	0.004	0.802
SEQ1	5122	0.00458	0.805
SEQ1	5123	0.00353	0.807
SEQ1	5124	0.00342	0.810
SEQ1	5125	0.00217	0.812
SEQ1	5126	0.00141	0.813
SEQ1	5127	0.000877	0.813
SEQ1	5128	0.000852	0.814
SEQ1	5129	0.000642	0.814
SEQ1	5130	0.000894	0.814
SEQ1	5131	0.00106	0.814
SEQ1	5132	0.00167	0.815
SEQ1	5133	0.00173	0.815
SEQ1	5134	0.0019	0.817
SEQ1	5135	0.00212	0.818
SEQ1	5136	0.00177	0.819
SEQ1	5137	0.00154	0.820
SEQ1	5138	0.00172	0.820
SEQ1	5139	0.00279	0.822
SEQ1	5140	0.00305	0.823
SEQ1	5141	0.00256	0.825
SEQ1	5142	0.00235	0.827
SEQ1	5143	0.00192	0.828
SEQ1	5144	0.003	0.831
SEQ1	5145	0.00368	0.834
SEQ1	5146	0.00539	0.838
SEQ1	5147	0.00537	0.841
SEQ1	5148	0.00446	0.841
SEQ1	5149	0.0038	0.841
SEQ1	5150	0.00203	0.840
SEQ1	5151	0.00181	0.839
SEQ1	5152	0.00122	0.840
SEQ1	5153	0.00096	0.840
SEQ1	5154	0.00122	0.841
SEQ1	5155	0.0019	0.842
SEQ1	5156	0.00377	0.845
SEQ1	5157	0.00856	0.851
SEQ1	5158	0.0133	0.861
SEQ1	5159	0.0148	0.871
SEQ1	5160	0.0102	0.878
SEQ1	5161	0.00406	0.880
SEQ1	5162	0.00222	0.882
SEQ1	5163	0.0011	0.883
SEQ1	5164	0.000656	0.883
SEQ1	5165	0.000573	0.883
SEQ1	5166	0.000784	0.883
SEQ1	5167	0.00182	0.884
SEQ1	5168	0.00382	0.885
SEQ1	5169	0.008	0.891
SEQ1	5170	0.0133	0.902
SEQ1	5171	0.00998	0.910
SEQ1	5172	0.0064	0.916
SEQ1	5173	0.00211	0.917
SEQ1	5174	0.0009	0.917
SEQ1	5175	0.000574	0.917
SEQ1	5176	0.000725	0.915
SEQ1	5177	0.000943	0.909
SEQ1	5178	0.00188	0.904
SEQ1	5179	0.00247	0.898
SEQ1	5180	0.00351	0.898
SEQ1	5181	0.00248	0.899
SEQ1	5182	0.00109	0.899
SEQ1	5183	0.000667	0.899
SEQ1	5184	0.000444	0.899
SEQ1	5185	0.000398	0.897
SEQ1	5186	0.000395	0.890
SEQ1	5187	0.000949	0.870
SEQ1	5188	0.00226	0.847
SEQ1	5189	0.00424	0.828
SEQ1	5190	0.00723	0.822
SEQ1	5191	0.00727	0.823
SEQ1	5192	0.00545	0.825
SEQ1	5193	0.00471	0.828
SEQ1	5194	0.00359	0.830
SEQ1	5195	0.00279	0.832
SEQ1	5196	0.00203	0.833
SEQ1	5197	0.00152	0.831
SEQ1	5198	0.00192	0.828
SEQ1	5199	0.00238	0.822
SEQ1	5200	0.00402	0.818
SEQ1	5201	0.00499	0.818
SEQ1	5202	0.00582	0.820
SEQ1	5203	0.00296	0.820
SEQ1	5204	0.00206	0.818
SEQ1	5205	0.00187	0.813
SEQ1	5206	0.00247	0.807
SEQ1	5207	0.00344	0.800
SEQ1	5208	0.0045	0.794
SEQ1	5209	0.00632	0.791
SEQ1	5210	0.00341	0.788
SEQ1	5211	0.00238	0.785
SEQ1	5212	0.00131	0.784
SEQ1	5213	0.000904	0.782
SEQ1	5214	0.000891	0.780
SEQ1	5215	0.00109	0.777
SEQ1	5216	0.00171	0.775
SEQ1	5217	0.003	0.772
SEQ1	5218	0.00589	0.773
SEQ1	5219	0.00733	0.776
SEQ1	5220	0.00882	0.782
SEQ1	5221	0.00858	0.788
SEQ1	5222	0.00696	0.793
SEQ1	5223	0.00359	0.796
SEQ1	5224	0.00186	0.796
SEQ1	5225	0.00163	0.795
SEQ1	5226	0.00319	0.790
SEQ1	5227	0.00973	0.788
SEQ1	5228	0.0226	0.795
SEQ1	5229	0.0313	0.818
SEQ1	5230	0.0206	0.835
SEQ1	5231	0.00593	0.840
SEQ1	5232	0.0024	0.841
SEQ1	5233	0.00119	0.841
SEQ1	5234	0.00108	0.840
SEQ1	5235	0.00219	0.833
SEQ1	5236	0.00366	0.820
SEQ1	5237	0.00898	0.795
SEQ1	5238	0.0159	0.777
SEQ1	5239	0.0263	0.779
SEQ1	5240	0.0238	0.787
SEQ1	5241	0.0189	0.796
SEQ1	5242	0.013	0.802
SEQ1	5243	0.00865	0.802
SEQ1	5244	0.00811	0.801
SEQ1	5245	0.00738	0.798
SEQ1	5246	0.0116	0.797
SEQ1	5247	0.0255	0.801
SEQ1	5248	0.0322	0.816
SEQ1	5249	0.0285	0.834
SEQ1	5250	0.025	0.854
SEQ1	5251	0.0127	0.865
SEQ1	5252	0.00685	0.870
SEQ1	5253	0.00277	0.872
SEQ1	5254	0.00192	0.871
SEQ1	5255	0.0017	0.868
SEQ1	5256	0.00197	0.858
SEQ1	5257	0.00411	0.836
SEQ1	5258	0.00651	0.804
SEQ1	5259	0.0125	0.784
SEQ1	5260	0.0139	0.782
SEQ1	5261	0.00924	0.787
SEQ1	5262	0.00493	0.791
SEQ1	5263	0.00205	0.793
SEQ1	5264	0.0012	0.794
SEQ1	5265	0.00127	0.794
SEQ1	5266	0.00161	0.795
SEQ1	5267	0.00301	0.795
SEQ1	5268	0.00594	0.797
SEQ1	5269	0.0069	0.799
SEQ1	5270	0.00645	0.802
SEQ1	5271	0.00571	0.804
SEQ1	5272	0.00293	0.805
SEQ1	5273	0.00158	0.805
SEQ1	5274	0.00133	0.806
SEQ1	5275	0.00151	0.806
SEQ1	5276	0.00243	0.808
SEQ1	5277	0.00387	0.811
SEQ1	5278	0.00581	0.816
SEQ1	5279	0.00469	0.819
SEQ1	5280	0.00358	0.821
SEQ1	5281	0.00296	0.822
SEQ1	5282	0.00203	0.822
SEQ1	5283	0.00144	0.821
SEQ1	5284	0.000949	0.821
SEQ1	5285	0.00126	0.820
SEQ1	5286	0.00173	0.819
SEQ1	5287	0.00201	0.818
SEQ1	5288	0.00332	0.819
SEQ1	5289	0.00529	0.822
SEQ1	5290	0.00569	0.826
SEQ1	5291	0.00324	0.826
SEQ1	5292	0.00151	0.824
SEQ1	5293	0.0006	0.819
SEQ1	5294	0.000469	0.814
SEQ1	5295	0.00059	0.810
SEQ1	5296	0.00109	0.808
SEQ1	5297	0.00336	0.809
SEQ1	5298	0.00954	0.817
SEQ1	5299	0.0164	0.832
SEQ1	5300	0.0156	0.846
SEQ1	5301	0.0149	0.860
SEQ1	5302	0.0127	0.871
SEQ1	5303	0.0123	0.879
SEQ1	5304	0.0145	0.885
SEQ1	5305	0.00953	0.882
SEQ1	5306	0.00583	0.873
SEQ1	5307	0.0036	0.866
SEQ1	5308	0.00223	0.864
SEQ1	5309	0.00322	0.865
SEQ1	5310	0.00504	0.869
SEQ1	5311	0.00624	0.875
SEQ1	5312	0.00648	0.881
SEQ1	5313	0.00372	0.884
SEQ1	5314	0.00229	0.884
SEQ1	5315	0.00155	0.882
SEQ1	5316	0.00162	0.875
SEQ1	5317	0.00235	0.864
SEQ1	5318	0.00271	0.857
SEQ1	5319	0.00372	0.854
SEQ1	5320	0.00436	0.857
SEQ1	5321	0.00316	0.859
SEQ1	5322	0.00247	0.861
SEQ1	5323	0.00171	0.862
SEQ1	5324	0.00144	0.862
SEQ1	5325	0.00147	0.862
SEQ1	5326	0.00134	0.861
SEQ1	5327	0.00103	0.858
SEQ1	5328	0.00117	0.857
SEQ1	5329	0.00169	0.858
SEQ1	5330	0.00293	0.860
SEQ1	5331	0.0051	0.865
SEQ1	5332	0.00531	0.869
SEQ1	5333	0.00628	0.875
SEQ1	5334	0.0058	0.880
SEQ1	5335	0.00439	0.882
SEQ1	5336	0.004	0.882
SEQ1	5337	0.00439	0.879
SEQ1	5338	0.00327	0.875
SEQ1	5339	0.00227	0.872
SEQ1	5340	0.00154	0.869
SEQ1	5341	0.000876	0.866
SEQ1	5342	0.000548	0.864
SEQ1	5343	0.000474	0.862
SEQ1	5344	0.000621	0.862
SEQ1	5345	0.00123	0.861
SEQ1	5346	0.00259	0.861
SEQ1	5347	0.00395	0.861
SEQ1	5348	0.00414	0.860
SEQ1	5349	0.0029	0.857
SEQ1	5350	0.00141	0.856
SEQ1	5351	0.000751	0.854
SEQ1	5352	0.000545	0.853
SEQ1	5353	0.000519	0.851
SEQ1	5354	0.000486	0.848
SEQ1	5355	0.000578	0.844
SEQ1	5356	0.000639	0.839
SEQ1	5357	0.000978	0.836
SEQ1	5358	0.00119	0.835
SEQ1	5359	0.00169	0.835
SEQ1	5360	0.00289	0.837
SEQ1	5361	0.00317	0.840
SEQ1	5362	0.00219	0.841
SEQ1	5363	0.00156	0.840
SEQ1	5364	0.00121	0.839
SEQ1	5365	0.00122	0.834
SEQ1	5366	0.00306	0.830
SEQ1	5367	0.00637	0.827
SEQ1	5368	0.0122	0.831
SEQ1	5369	0.022	0.846
SEQ1	5370	0.0136	0.856
SEQ1	5371	0.00565	0.860
SEQ1	5372	0.00367	0.862
SEQ1	5373	0.00155	0.860
SEQ1	5374	0.00123	0.852
SEQ1	5375	0.00112	0.830
SEQ1	5376	0.000979	0.800
SEQ1	5377	0.000901	0.780
SEQ1	5378	0.00137	0.776
SEQ1	5379	0.0026	0.776
SEQ1	5380	0.00372	0.778
SEQ1	5381	0.00375	0.781
SEQ1	5382	0.00264	0.781
SEQ1	5383	0.00181	0.780
SEQ1	5384	0.00112	0.772
SEQ1	5385	0.000898	0.757
SEQ1	5386	0.00113	0.732
SEQ1	5387	0.002	0.710
SEQ1	5388	0.0035	0.694
SEQ1	5389	0.0049	0.686
SEQ1	5390	0.00454	0.682
SEQ1	5391	0.00443	0.678
SEQ1	5392	0.00278	0.674
SEQ1	5393	0.00203	0.664
SEQ1	5394	0.00284	0.642
SEQ1	5395	0.00341	0.613
SEQ1	5396	0.00536	0.590
SEQ1	5397	0.00581	0.571
SEQ1	5398	0.00975	0.568
SEQ1	5399	0.0181	0.579
SEQ1	5400	0.0348	0.611
SEQ1	5401	0.0557	0.665
SEQ1	5402	0.0642	0.727
SEQ1	5403	0.0648	0.790
SEQ1	5404	0.0348	0.821
SEQ1	5405	0.0169	0.831
SEQ1	5406	0.0104	0.829
SEQ1	5407	0.00829	0.823
SEQ1	5408	0.00513	0.819
SEQ1	5409	0.00311	0.817
SEQ1	5410	0.00271	0.818
SEQ1	5411	0.00228	0.819
SEQ1	5412	0.0022	0.820
SEQ1	5413	0.00318	0.822
SEQ1	5414	0.005	0.824
SEQ1	5415	0.00881	0.827
SEQ1	5416	0.00775	0.827
SEQ1	5417	0.00619	0.827
SEQ1	5418	0.00427	0.826
SEQ1	5419	0.00376	0.826
SEQ1	5420	0.00233	0.827
SEQ1	5421	0.00206	0.828
SEQ1	5422	0.00197	0.828
SEQ1	5423	0.00219	0.828
SEQ1	5424	0.00299	0.827
SEQ1	5425	0.00418	0.826
SEQ1	5426	0.00793	0.829
SEQ1	5427	0.0106	0.836
SEQ1	5428	0.0136	0.847
SEQ1	5429	0.00813	0.853
SEQ1	5430	0.00462	0.856
SEQ1	5431	0.00203	0.857
SEQ1	5432	0.00105	0.857
SEQ1	5433	0.00063	0.856
SEQ1	5434	0.000931	0.855
SEQ1	5435	0.00228	0.854
SEQ1	5436	0.00375	0.852
SEQ1	5437	0.006	0.852
SEQ1	5438	0.00568	0.855
SEQ1	5439	0.00485	0.858
SEQ1	5440	0.00271	0.860
SEQ1	5441	0.00134	0.861
SEQ1	5442	0.000798	0.861
SEQ1	5443	0.000686	0.861
SEQ1	5444	0.000601	0.858
SEQ1	5445	0.000483	0.849
SEQ1	5446	0.000611	0.833
SEQ1	5447	0.000615	0.818
SEQ1	5448	0.00133	0.805
SEQ1	5449	0.00243	0.794
SEQ1	5450	0.00608	0.788
SEQ1	5451	0.00933	0.783
SEQ1	5452	0.0116	0.785
SEQ1	5453	0.0112	0.790
SEQ1	5454	0.00774	0.795
SEQ1	5455	0.00402	0.796
SEQ1	5456	0.0034	0.797
SEQ1	5457	0.00384	0.795
SEQ1	5458	0.00459	0.794
SEQ1	5459	0.00547	0.793
SEQ1	5460	0.00895	0.798
SEQ1	5461	0.012	0.808
SEQ1	5462	0.0139	0.820
SEQ1	5463	0.0146	0.833
SEQ1	5464	0.0127	0.843
SEQ1	5465	0.0076	0.848
SEQ1	5466	0.00506	0.850
SEQ1	5467	0.0023	0.847
SEQ1	5468	0.00202	0.846
SEQ1	5469	0.00135	0.845
SEQ1	5470	0.0021	0.846
SEQ1	5471	0.00296	0.847
SEQ1	5472	0.0065	0.852
SEQ1	5473	0.0112	0.862
SEQ1	5474	0.0126	0.874
SEQ1	5475	0.0069	0.879
SEQ1	5476	0.0028	0.880
SEQ1	5477	0.00128	0.879
SEQ1	5478	0.000743	0.874
SEQ1	5479	0.00049	0.870
SEQ1	5480	0.000677	0.864
SEQ1	5481	0.00134	0.860
SEQ1	5482	0.0027	0.858
SEQ1	5483	0.00368	0.858
SEQ1	5484	0.00629	0.859
SEQ1	5485	0.00697	0.863
SEQ1	5486	0.00543	0.866
SEQ1	5487	0.00327	0.868
SEQ1	5488	0.00284	0.870
SEQ1	5489	0.00299	0.872
SEQ1	5490	0.00244	0.874
SEQ1	5491	0.00181	0.876
SEQ1	5492	0.00169	0.876
SEQ1	5493	0.00163	0.875
SEQ1	5494	0.00101	0.872
SEQ1	5495	0.000842	0.869
SEQ1	5496	0.000617	0.867
SEQ1	5497	0.000487	0.866
SEQ1	5498	0.000469	0.865
SEQ1	5499	0.000425	0.865
SEQ1	5500	0.000699	0.865
SEQ1	5501	0.0013	0.866
SEQ1	5502	0.00297	0.869
SEQ1	5503	0.00364	0.872
SEQ1	5504	0.00181	0.872
SEQ1	5505	0.000758	0.872
SEQ1	5506	0.000307	0.871
SEQ1	5507	0.000196	0.868
SEQ1	5508	0.00022	0.865
SEQ1	5509	0.000293	0.863
SEQ1	5510	0.000594	0.862
SEQ1	5511	0.00125	0.862
SEQ1	5512	0.0021	0.863
SEQ1	5513	0.00229	0.862
SEQ1	5514	0.00234	0.858
SEQ1	5515	0.00256	0.849
SEQ1	5516	0.00175	0.828
SEQ1	5517	0.00153	0.816
SEQ1	5518	0.00131	0.812
SEQ1	5519	0.000993	0.809
SEQ1	5520	0.000984	0.809
SEQ1	5521	0.0011	0.809
SEQ1	5522	0.00198	0.809
SEQ1	5523	0.00248	0.811
SEQ1	5524	0.00222	0.812
SEQ1	5525	0.00113	0.812
SEQ1	5526	0.000481	0.810
SEQ1	5527	0.00028	0.806
SEQ1	5528	0.000314	0.803
SEQ1	5529	0.000539	0.801
SEQ1	5530	0.000737	0.800
SEQ1	5531	0.00135	0.800
SEQ1	5532	0.00147	0.801
SEQ1	5533	0.00133	0.801
SEQ1	5534	0.00112	0.800
SEQ1	5535	0.00124	0.798
SEQ1	5536	0.00155	0.794
SEQ1	5537	0.0016	0.791
SEQ1	5538	0.00182	0.789
SEQ1	5539	0.00176	0.788
SEQ1	5540	0.00143	0.787
SEQ1	5541	0.00104	0.785
SEQ1	5542	0.000644	0.783
SEQ1	5543	0.000456	0.778
SEQ1	5544	0.000624	0.773
SEQ1	5545	0.000796	0.764
SEQ1	5546	0.000818	0.746
SEQ1	5547	0.00165	0.713
SEQ1	5548	0.00256	0.660
SEQ1	5549	0.00362	0.599
SEQ1	5550	0.00827	0.543
SEQ1	5551	0.0105	0.519
SEQ1	5552	0.00889	0.511
SEQ1	5553	0.0037	0.504
SEQ1	5554	0.0018	0.497
SEQ1	5555	0.00122	0.494
SEQ1	5556	0.00144	0.492
SEQ1	5557	0.00243	0.492
SEQ1	5558	0.00735	0.497
SEQ1	5559	0.0205	0.515
SEQ1	5560	0.0386	0.550
SEQ1	5561	0.0463	0.592
SEQ1	5562	0.0349	0.618
SEQ1	5563	0.0134	0.623
SEQ1	5564	0.00582	0.623
SEQ1	5565	0.00206	0.621
SEQ1	5566	0.00122	0.618
SEQ1	5567	0.00126	0.617
SEQ1	5568	0.00193	0.617
SEQ1	5569	0.00539	0.620
SEQ1	5570	0.0166	0.635
SEQ1	5571	0.0293	0.661
SEQ1	5572	0.0246	0.682
SEQ1	5573	0.00882	0.683
SEQ1	5574	0.00204	0.674
SEQ1	5575	0.000466	0.661
SEQ1	5576	0.000174	0.653
SEQ1	5577	0.000216	0.648
SEQ1	5578	0.000452	0.647
SEQ1	5579	0.00153	0.647
SEQ1	5580	0.00669	0.653
SEQ1	5581	0.0245	0.677
SEQ1	5582	0.0476	0.722
SEQ1	5583	0.0424	0.761
SEQ1	5584	0.0206	0.776
SEQ1	5585	0.00461	0.774
SEQ1	5586	0.000807	0.770
SEQ1	5587	0.000204	0.768
SEQ1	5588	9.13e-05	0.767
SEQ1	5589	0.000102	0.766
SEQ1	5590	0.000192	0.766
SEQ1	5591	0.000913	0.766
SEQ1	5592	0.0044	0.770
SEQ1	5593	0.0107	0.780
SEQ1	5594	0.0133	0.793
SEQ1	5595	0.0103	0.801
SEQ1	5596	0.00416	0.803
SEQ1	5597	0.00149	0.799
SEQ1	5598	0.000741	0.790
SEQ1	5599	0.000764	0.779
SEQ1	5600	0.00103	0.769
SEQ1	5601	0.00133	0.763
SEQ1	5602	0.00227	0.761
SEQ1	5603	0.00518	0.763
SEQ1	5604	0.00648	0.765
SEQ1	5605	0.00797	0.769
SEQ1	5606	0.00436	0.768
SEQ1	5607	0.00201	0.761
SEQ1	5608	0.000937	0.750
SEQ1	5609	0.000454	0.736
SEQ1	5610	0.000399	0.722
SEQ1	5611	0.000511	0.710
SEQ1	5612	0.000694	0.703
SEQ1	5613	0.00171	0.699
SEQ1	5614	0.00416	0.701
SEQ1	5615	0.00645	0.706
SEQ1	5616	0.00764	0.712
SEQ1	5617	0.00621	0.716
SEQ1	5618	0.00373	0.717
SEQ1	5619	0.00186	0.712
SEQ1	5620	0.000946	0.702
SEQ1	5621	0.000753	0.690
SEQ1	5622	0.000763	0.684
SEQ1	5623	0.000754	0.682
SEQ1	5624	0.000838	0.682
SEQ1	5625	0.00122	0.682
SEQ1	5626	0.00235	0.684
SEQ1	5627	0.00429	0.688
SEQ1	5628	0.00579	0.692
SEQ1	5629	0.00737	0.697
SEQ1	5630	0.00563	0.699
SEQ1	5631	0.00378	0.696
SEQ1	5632	0.00194	0.691
SEQ1	5633	0.00112	0.687
SEQ1	5634	0.000832	0.684
SEQ1	5635	0.000752	0.682
SEQ1	5636	0.000814	0.680
SEQ1	5637	0.00132	0.679
SEQ1	5638	0.00178	0.679
SEQ1	5639	0.00213	0.679
SEQ1	5640	0.00261	0.680
SEQ1	5641	0.00248	0.682
SEQ1	5642	0.00187	0.683
SEQ1	5643	0.00159	0.684
SEQ1	5644	0.00151	0.685
SEQ1	5645	0.00116	0.685
SEQ1	5646	0.00113	0.686
SEQ1	5647	0.00125	0.687
SEQ1	5648	0.00167	0.687
SEQ1	5649	0.00221	0.686
SEQ1	5650	0.00372	0.686
SEQ1	5651	0.00683	0.691
SEQ1	5652	0.00837	0.699
SEQ1	5653	0.00517	0.704
SEQ1	5654	0.00172	0.705
SEQ1	5655	0.000535	0.706
SEQ1	5656	0.000186	0.706
SEQ1	5657	0.000125	0.705
SEQ1	5658	0.000166	0.704
SEQ1	5659	0.000382	0.702
SEQ1	5660	0.000901	0.701
SEQ1	5661	0.00242	0.701
SEQ1	5662	0.00441	0.703
SEQ1	5663	0.00586	0.707
SEQ1	5664	0.00383	0.709
SEQ1	5665	0.00188	0.710
SEQ1	5666	0.000678	0.710
SEQ1	5667	0.000243	0.709
SEQ1	5668	0.000183	0.708
SEQ1	5669	0.00023	0.706
SEQ1	5670	0.000583	0.704
SEQ1	5671	0.00172	0.704
SEQ1	5672	0.00556	0.708
SEQ1	5673	0.0118	0.720
SEQ1	5674	0.0143	0.734
SEQ1	5675	0.00625	0.739
SEQ1	5676	0.00195	0.741
SEQ1	5677	0.000783	0.741
SEQ1	5678	0.000352	0.740
SEQ1	5679	0.000491	0.739
SEQ1	5680	0.000944	0.739
SEQ1	5681	0.00259	0.740
SEQ1	5682	0.00893	0.748
SEQ1	5683	0.015	0.761
SEQ1	5684	0.0113	0.771
SEQ1	5685	0.00473	0.774
SEQ1	5686	0.000951	0.773
SEQ1	5687	0.000313	0.772
SEQ1	5688	0.000156	0.771
SEQ1	5689	0.000171	0.771
SEQ1	5690	0.00034	0.770
SEQ1	5691	0.00121	0.771
SEQ1	5692	0.00381	0.774
SEQ1	5693	0.00822	0.781
SEQ1	5694	0.00922	0.789
SEQ1	5695	0.00741	0.794
SEQ1	5696	0.00399	0.794
SEQ1	5697	0.00169	0.788
SEQ1	5698	0.000993	0.778
SEQ1	5699	0.000654	0.770
SEQ1	5700	0.000862	0.767
SEQ1	5701	0.00153	0.767
SEQ1	5702	0.00436	0.770
SEQ1	5703	0.00801	0.776
SEQ1	5704	0.00849	0.783
SEQ1	5705	0.00548	0.781
SEQ1	5706	0.00298	0.763
SEQ1	5707	0.00175	0.726
SEQ1	5708	0.00168	0.682
SEQ1	5709	0.00252	0.649
SEQ1	5710	0.00473	0.641
SEQ1	5711	0.0113	0.646
SEQ1	5712	0.0201	0.664
SEQ1	5713	0.0255	0.688
SEQ1	5714	0.0181	0.705
SEQ1	5715	0.00988	0.713
SEQ1	5716	0.00409	0.712
SEQ1	5717	0.00221	0.698
SEQ1	5718	0.00097	0.669
SEQ1	5719	0.000828	0.645
SEQ1	5720	0.00108	0.638
SEQ1	5721	0.00184	0.637
SEQ1	5722	0.00392	0.641
SEQ1	5723	0.00711	0.648
SEQ1	5724	0.0104	0.658
SEQ1	5725	0.0115	0.669
SEQ1	5726	0.0118	0.679
SEQ1	5727	0.0112	0.684
SEQ1	5728	0.0125	0.672
SEQ1	5729	0.0129	0.637
SEQ1	5730	0.00779	0.603
SEQ1	5731	0.00671	0.589
SEQ1	5732	0.00505	0.589
SEQ1	5733	0.00664	0.595
SEQ1	5734	0.00617	0.601
SEQ1	5735	0.00628	0.607
SEQ1	5736	0.00666	0.614
SEQ1	5737	0.00692	0.620
SEQ1	5738	0.0106	0.630
SEQ1	5739	0.015	0.641
SEQ1	5740	0.0267	0.657
SEQ1	5741	0.0266	0.670
SEQ1	5742	0.0266	0.686
SEQ1	5743	0.0194	0.702
SEQ1	5744	0.0157	0.716
SEQ1	5745	0.0106	0.726
SEQ1	5746	0.00511	0.730
SEQ1	5747	0.00357	0.732
SEQ1	5748	0.00391	0.735
SEQ1	5749	0.00527	0.738
SEQ1	5750	0.0111	0.744
SEQ1	5751	0.0179	0.755
SEQ1	5752	0.0262	0.774
SEQ1	5753	0.0243	0.794
SEQ1	5754	0.0144	0.806
SEQ1	5755	0.00783	0.813
SEQ1	5756	0.00388	0.816
SEQ1	5757	0.00223	0.818
SEQ1	5758	0.00216	0.820
SEQ1	5759	0.00299	0.822
SEQ1	5760	0.00447	0.825
SEQ1	5761	0.00868	0.829
SEQ1	5762	0.0125	0.835
SEQ1	5763	0.0201	0.848
SEQ1	5764	0.0167	0.858
SEQ1	5765	0.00942	0.864
SEQ1	5766	0.0035	0.866
SEQ1	5767	0.00177	0.866
SEQ1	5768	0.00114	0.867
SEQ1	5769	0.00124	0.867
SEQ1	5770	0.00225	0.869
SEQ1	5771	0.00367	0.872
SEQ1	5772	0.00584	0.876
SEQ1	5773	0.00625	0.880
SEQ1	5774	0.00721	0.883
SEQ1	5775	0.00516	0.882
SEQ1	5776	0.00356	0.879
SEQ1	5777	0.00307	0.876
SEQ1	5778	0.00206	0.874
SEQ1	5779	0.00121	0.874
SEQ1	5780	0.00113	0.874
SEQ1	5781	0.00106	0.874
SEQ1	5782	0.000945	0.874
SEQ1	5783	0.000783	0.874
SEQ1	5784	0.000808	0.874
SEQ1	5785	0.000949	0.873
SEQ1	5786	0.00121	0.872
SEQ1	5787	0.00109	0.870
SEQ1	5788	0.000764	0.869
SEQ1	5789	0.000719	0.867
SEQ1	5790	0.000651	0.866
SEQ1	5791	0.000637	0.866
SEQ1	5792	0.000775	0.865
SEQ1	5793	0.000734	0.865
SEQ1	5794	0.000654	0.864
SEQ1	5795	0.000714	0.863
SEQ1	5796	0.000609	0.862
SEQ1	5797	0.000704	0.859
SEQ1	5798	0.00104	0.853
SEQ1	5799	0.00128	0.846
SEQ1	5800	0.00176	0.842
SEQ1	5801	0.00214	0.843
SEQ1	5802	0.00275	0.845
SEQ1	5803	0.00358	0.848
SEQ1	5804	0.00337	0.852
SEQ1	5805	0.00328	0.855
SEQ1	5806	0.0027	0.857
SEQ1	5807	0.00221	0.858
SEQ1	5808	0.0015	0.857
SEQ1	5809	0.00107	0.854
SEQ1	5810	0.00102	0.849
SEQ1	5811	0.000972	0.846
SEQ1	5812	0.00131	0.846
SEQ1	5813	0.00181	0.847
SEQ1	5814	0.00305	0.850
SEQ1	5815	0.00627	0.856
